Period\Unit:,[Chinese yuan renminbi ],[Indian rupee ]
15-12-2023,7.7812,90.941
14-12-2023,7.7866,90.993
13-12-2023,7.7426,89.9635
12-12-2023,7.7447,90.0765
11-12-2023,7.7206,89.6798
08-12-2023,7.7179,89.8875
07-12-2023,7.7058,89.794
06-12-2023,7.7148,89.8275
05-12-2023,7.7269,90.1885
04-12-2023,7.758,90.62
01-12-2023,7.7685,90.6125
30-11-2023,7.8008,91.1143
29-11-2023,7.8296,91.528
28-11-2023,7.8323,91.255
27-11-2023,7.8331,91.2743
24-11-2023,7.809,91.039
23-11-2023,7.7852,90.815
22-11-2023,7.8015,90.903
21-11-2023,7.8178,91.2425
20-11-2023,7.8378,91.106
17-11-2023,7.8414,90.5065
16-11-2023,7.8655,90.3145
15-11-2023,7.8702,90.2937
14-11-2023,7.8171,89.1958
13-11-2023,7.7794,88.844
10-11-2023,7.7874,88.9803
09-11-2023,7.7886,89.053
08-11-2023,7.7699,88.876
07-11-2023,7.7839,88.9765
06-11-2023,7.8094,89.396
03-11-2023,7.8193,89.0545
02-11-2023,7.8009,88.704
01-11-2023,7.712,87.7525
31-10-2023,7.7686,88.4195
30-10-2023,7.7595,88.305
27-10-2023,7.7143,87.751
26-10-2023,7.7142,87.7355
25-10-2023,7.7381,87.9665
24-10-2023,7.772,88.3058
23-10-2023,7.7529,88.101
20-10-2023,7.7489,87.983
19-10-2023,7.7233,87.87
18-10-2023,7.7278,87.954
17-10-2023,7.7288,87.9585
16-10-2023,7.7058,87.7315
13-10-2023,7.6902,87.634
12-10-2023,7.7514,88.3925
11-10-2023,7.7433,88.198
10-10-2023,7.7238,88.0845
09-10-2023,7.6784,87.7205
06-10-2023,7.7162,87.834
05-10-2023,7.6856,87.627
04-10-2023,7.6644,87.3975
03-10-2023,7.6439,87.1175
02-10-2023,7.6885,87.575
29-09-2023,7.7352,88.0165
28-09-2023,7.6986,87.6395
27-09-2023,7.7031,87.6505
26-09-2023,7.7517,88.2995
25-09-2023,7.7728,88.377
22-09-2023,7.7766,88.2975
21-09-2023,7.7695,88.3718
20-09-2023,7.8059,88.9123
19-09-2023,7.8111,89.1438
18-09-2023,7.7796,88.8295
15-09-2023,7.7561,88.615
14-09-2023,7.8093,89.053
13-09-2023,7.8144,89.0805
12-09-2023,7.8115,88.826
11-09-2023,7.823,88.9735
08-09-2023,7.8565,88.861
07-09-2023,7.8488,89.0955
06-09-2023,7.8476,89.341
05-09-2023,7.838,89.0965
04-09-2023,7.8528,89.3045
01-09-2023,7.8679,89.697
31-08-2023,7.9196,89.9293
30-08-2023,7.9347,90.0188
29-08-2023,7.88,89.4335
28-08-2023,7.8822,89.304
25-08-2023,7.8783,89.304
24-08-2023,7.8934,89.5195
23-08-2023,7.8796,89.3258
22-08-2023,7.9387,90.322
21-08-2023,7.9456,90.6615
18-08-2023,7.9197,90.2825
17-08-2023,7.9387,90.4995
16-08-2023,7.9657,90.8435
15-08-2023,7.9605,91.0615
14-08-2023,7.9356,90.818
11-08-2023,7.9584,91.097
10-08-2023,7.9434,91.0983
09-08-2023,7.903,90.8795
08-08-2023,7.895,90.6614
07-08-2023,7.8976,90.8738
04-08-2023,7.8661,90.73
03-08-2023,7.8397,90.4965
02-08-2023,7.8829,90.675
01-08-2023,7.862,90.2555
31-07-2023,7.8808,90.669
28-07-2023,7.8799,90.501
27-07-2023,7.951,91.1385
26-07-2023,7.9109,90.7231
25-07-2023,7.8915,90.4445
24-07-2023,7.9749,90.78
21-07-2023,7.986,91.175
20-07-2023,8.024,91.781
19-07-2023,8.1014,92.1095
18-07-2023,8.0745,92.3335
17-07-2023,8.0457,92.1073
14-07-2023,8.0076,92.1985
13-07-2023,8.0098,91.7935
12-07-2023,7.9274,90.7173
11-07-2023,7.9143,90.5655
10-07-2023,7.9291,90.4985
07-07-2023,7.8773,90.0465
06-07-2023,7.882,89.849
05-07-2023,7.8798,89.5175
04-07-2023,7.8646,89.358
03-07-2023,7.9007,89.3225
30-06-2023,7.8983,89.2065
29-06-2023,7.914,89.7065
28-06-2023,7.9262,89.7465
27-06-2023,7.8976,89.7945
26-06-2023,7.8972,89.5565
23-06-2023,7.8141,89.2205
22-06-2023,7.8866,90.03
21-06-2023,7.8519,89.5765
20-06-2023,7.8462,89.7525
19-06-2023,7.8182,89.5125
16-06-2023,7.81,89.7953
15-06-2023,7.7491,88.9825
14-06-2023,7.7363,88.6945
13-06-2023,7.7167,88.863
12-06-2023,7.6888,88.733
09-06-2023,7.6839,88.89
08-06-2023,7.6541,88.617
07-06-2023,7.6235,88.416
06-06-2023,7.604,88.2295
05-06-2023,7.6062,88.3255
02-06-2023,7.6065,88.638
01-06-2023,7.6066,88.207
31-05-2023,7.5926,88.34
30-05-2023,7.599,88.7985
29-05-2023,7.582,88.52
26-05-2023,7.5874,88.8049
25-05-2023,7.5891,88.8055
24-05-2023,7.6005,89.1473
23-05-2023,7.6039,89.2675
22-05-2023,7.6067,89.671
19-05-2023,7.5766,89.4215
18-05-2023,7.5983,89.2915
17-05-2023,7.5762,89.1878
16-05-2023,7.5793,89.4655
15-05-2023,7.5621,89.499
12-05-2023,7.5722,89.52
11-05-2023,7.5817,89.6905
10-05-2023,7.5818,89.8185
09-05-2023,7.5853,89.9495
08-05-2023,7.6347,90.2775
05-05-2023,7.6112,90.001
04-05-2023,7.6538,90.5495
03-05-2023,7.633,90.3465
02-05-2023,7.5791,89.7515
28-04-2023,7.5979,89.8555
27-04-2023,7.6454,90.3185
26-04-2023,7.6424,90.2465
25-04-2023,7.6289,90.331
24-04-2023,7.5837,90.1255
21-04-2023,7.5619,90.109
20-04-2023,7.5298,89.9365
19-04-2023,7.5406,89.8985
18-04-2023,7.5436,89.9955
17-04-2023,7.5433,90.0607
14-04-2023,7.5761,90.3595
13-04-2023,7.5758,90.1665
12-04-2023,7.5183,89.6875
11-04-2023,7.508,89.5205
06-04-2023,7.5014,89.3655
05-04-2023,7.5265,89.7215
04-04-2023,7.5034,89.59
03-04-2023,7.4832,89.471
31-03-2023,7.4763,89.3995
30-03-2023,7.4898,89.3575
29-03-2023,7.4679,89.2985
28-03-2023,7.4554,89.064
27-03-2023,7.4131,88.6672
24-03-2023,7.3826,88.565
23-03-2023,7.4312,89.481
22-03-2023,7.4238,89.08
21-03-2023,7.4058,89.0308
20-03-2023,7.3739,88.49
17-03-2023,7.3117,87.787
16-03-2023,7.3045,87.7298
15-03-2023,7.2865,87.3125
14-03-2023,7.3758,88.431
13-03-2023,7.3413,88.046
10-03-2023,7.3594,86.9375
09-03-2023,7.3515,86.6215
08-03-2023,7.3315,86.421
07-03-2023,7.3975,87.2625
06-03-2023,7.3802,87.1445
03-03-2023,7.3326,86.9185
02-03-2023,7.3285,87.5365
01-03-2023,7.3349,88.0848
28-02-2023,7.3663,87.7205
27-02-2023,7.3378,87.336
24-02-2023,7.3398,87.4845
23-02-2023,7.3227,87.6695
22-02-2023,7.3367,88.238
21-02-2023,7.3372,88.2835
20-02-2023,7.3191,88.306
17-02-2023,7.3081,88.021
16-02-2023,7.3351,88.4574
15-02-2023,7.3229,88.6415
14-02-2023,7.3314,89.1227
13-02-2023,7.293,88.395
10-02-2023,7.2837,88.2475
09-02-2023,7.2992,88.8905
08-02-2023,7.2841,88.594
07-02-2023,7.2608,88.5096
06-02-2023,7.309,89.0922
03-02-2023,7.3689,89.592
02-02-2023,7.3878,90.3015
01-02-2023,7.3452,89.106
31-01-2023,7.3198,88.636
30-01-2023,7.3601,88.8885
27-01-2023,7.369,88.672
26-01-2023,7.3893,88.8255
25-01-2023,7.3778,88.7258
24-01-2023,7.3642,88.6235
23-01-2023,7.373,88.452
20-01-2023,7.3425,87.817
19-01-2023,7.3424,88.046
18-01-2023,7.3193,88.142
17-01-2023,7.3473,88.577
16-01-2023,7.2791,88.2795
13-01-2023,7.2729,88.096
12-01-2023,7.27,87.783
11-01-2023,7.2807,87.812
10-01-2023,7.2732,87.703
09-01-2023,7.2546,88.078
06-01-2023,7.2045,86.9103
05-01-2023,7.2863,87.4755
04-01-2023,7.2985,87.791
03-01-2023,7.2863,87.4095
02-01-2023,7.3698,88.426
30-12-2022,7.3582,88.171
29-12-2022,7.4151,88.2295
28-12-2022,7.4224,88.0943
27-12-2022,7.3994,88.0808
23-12-2022,7.4198,87.958
22-12-2022,7.4229,88.0365
21-12-2022,7.4219,88.109
20-12-2022,7.39,87.6649
19-12-2022,7.3901,87.5321
16-12-2022,7.4037,87.824
15-12-2022,7.4007,87.9355
14-12-2022,7.4009,87.8435
13-12-2022,7.3637,87.2965
12-12-2022,7.367,87.253
09-12-2022,7.3475,86.9535
08-12-2022,7.3324,86.6755
07-12-2022,7.3476,86.692
06-12-2022,7.3494,86.6485
05-12-2022,7.3573,86.5249
02-12-2022,7.3971,85.6435
01-12-2022,7.3965,84.933
30-11-2022,7.3437,84.4215
29-11-2022,7.4289,84.6548
28-11-2022,7.5326,85.437
25-11-2022,7.4425,84.7145
24-11-2022,7.4442,85.0295
23-11-2022,7.3982,84.466
22-11-2022,7.3344,83.8768
21-11-2022,7.3419,83.7375
18-11-2022,7.379,84.6875
17-11-2022,7.3859,84.394
16-11-2022,7.372,84.5905
15-11-2022,7.3299,84.1304
14-11-2022,7.2906,83.7779
11-11-2022,7.3267,83.2253
10-11-2022,7.2184,81.3058
09-11-2022,7.2813,81.6575
08-11-2022,7.2495,81.518
07-11-2022,7.2189,81.8407
04-11-2022,7.0894,81.02
03-11-2022,7.1367,80.8845
02-11-2022,7.2156,81.992
01-11-2022,7.2165,82.084
31-10-2022,7.238,82.1035
28-10-2022,7.2159,82.0565
27-10-2022,7.2552,82.656
26-10-2022,7.1948,82.206
25-10-2022,7.2072,81.653
24-10-2022,7.1544,81.5451
21-10-2022,7.0504,80.739
20-10-2022,7.0858,81.1755
19-10-2022,7.0672,81.1955
18-10-2022,7.0805,80.9195
17-10-2022,7.013,80.128
14-10-2022,6.9952,79.9695
13-10-2022,6.9945,79.9981
12-10-2022,6.9603,79.8955
11-10-2022,6.9669,79.9555
10-10-2022,6.9344,79.9678
07-10-2022,6.9715,80.546
06-10-2022,7.0164,81.0615
05-10-2022,7.0555,80.909
04-10-2022,7.0384,80.6995
03-10-2022,6.9481,79.898
30-09-2022,6.9368,79.425
29-09-2022,6.9223,79.314
28-09-2022,6.9199,78.2655
27-09-2022,6.9156,78.574
26-09-2022,6.9075,78.704
23-09-2022,6.9442,79.0705
22-09-2022,6.9804,79.897
21-09-2022,6.9821,79.1555
20-09-2022,7.003,79.6095
19-09-2022,7.0066,79.653
16-09-2022,6.9787,79.3605
15-09-2022,6.9852,79.7119
14-09-2022,6.955,79.422
13-09-2022,7.0467,80.5453
12-09-2022,7.0348,80.692
09-09-2022,6.9543,79.9685
08-09-2022,6.9564,79.7375
07-09-2022,6.8968,79.028
06-09-2022,6.9091,79.2305
05-09-2022,6.8768,79.2332
02-09-2022,6.9031,79.8096
01-09-2022,6.9017,79.6195
31-08-2022,6.8947,79.5465
30-08-2022,6.9233,79.8025
29-08-2022,6.9044,79.8295
26-08-2022,6.8671,79.9025
25-08-2022,6.8317,79.6555
24-08-2022,6.822,79.3006
23-08-2022,6.7952,79.2805
22-08-2022,6.8457,79.8615
19-08-2022,6.8531,80.2988
18-08-2022,6.906,81.042
17-08-2022,6.8917,80.7555
16-08-2022,6.8767,80.3745
15-08-2022,6.905,81.061
12-08-2022,6.9352,81.9935
11-08-2022,6.9668,82.2845
10-08-2022,6.9222,81.468
09-08-2022,6.9106,81.406
08-08-2022,6.8931,81.166
05-08-2022,6.9068,81.0469
04-08-2022,6.8769,80.7715
03-08-2022,6.883,80.6895
02-08-2022,6.9117,80.3243
01-08-2022,6.9105,80.9335
29-07-2022,6.8705,80.882
28-07-2022,6.8325,80.6535
27-07-2022,6.8534,81.135
26-07-2022,6.8451,80.805
25-07-2022,6.9094,81.6675
22-07-2022,6.8852,81.384
21-07-2022,6.904,81.451
20-07-2022,6.8892,81.599
19-07-2022,6.9064,81.898
18-07-2022,6.8266,81.034
15-07-2022,6.7943,80.316
14-07-2022,6.7618,80.0752
13-07-2022,6.7722,80.1285
12-07-2022,6.7518,79.8965
11-07-2022,6.7793,80.2435
08-07-2022,6.8095,80.528
07-07-2022,6.823,80.6
06-07-2022,6.8289,80.5321
05-07-2022,6.9029,81.673
04-07-2022,6.9977,82.5067
01-07-2022,6.987,82.3747
30-06-2022,6.9624,82.113
29-06-2022,7.0382,83.037
28-06-2022,7.0775,83.408
27-06-2022,7.0737,82.9325
24-06-2022,7.0478,82.3985
23-06-2022,7.0367,82.1489
22-06-2022,7.0604,82.4075
21-06-2022,7.068,82.423
20-06-2022,7.0346,81.994
17-06-2022,7.0308,81.871
16-06-2022,6.9844,81.1945
15-06-2022,7.0013,81.5142
14-06-2022,7.0417,81.559
13-06-2022,7.0434,81.606
10-06-2022,7.0868,82.3355
09-06-2022,7.1722,83.526
08-06-2022,7.1785,83.414
07-06-2022,7.1146,82.873
06-06-2022,7.1223,83.245
03-06-2022,7.1465,83.273
02-06-2022,7.135,82.922
01-06-2022,7.1586,83.051
31-05-2022,7.1402,83.231
30-05-2022,7.1735,83.475
27-05-2022,7.1831,83.1915
26-05-2022,7.2024,83.0065
25-05-2022,7.1334,82.6666
24-05-2022,7.1449,83.185
23-05-2022,7.085,82.6795
20-05-2022,7.0638,82.1617
19-05-2022,7.1028,81.7115
18-05-2022,7.0972,81.6455
17-05-2022,7.0899,81.6515
16-05-2022,7.0786,81.081
13-05-2022,7.0513,80.4315
12-05-2022,7.0691,80.667
11-05-2022,7.0893,81.4935
10-05-2022,7.0967,81.5425
09-05-2022,7.0886,81.7415
06-05-2022,7.0506,81.298
05-05-2022,6.9944,80.6185
04-05-2022,6.9594,80.4035
03-05-2022,6.9759,80.842
02-05-2022,6.9548,80.497
29-04-2022,6.9441,80.638
28-04-2022,6.9381,80.367
27-04-2022,6.9377,81.0705
26-04-2022,6.9837,81.7265
25-04-2022,7.0398,82.321
22-04-2022,7.0332,82.6943
21-04-2022,7.0228,82.965
20-04-2022,6.9448,82.6348
19-04-2022,6.9008,82.6038
14-04-2022,6.932,82.814
13-04-2022,6.8939,82.478
12-04-2022,6.9199,82.7285
11-04-2022,6.9405,82.7085
08-04-2022,6.9115,82.389
07-04-2022,6.9448,82.951
06-04-2022,6.9498,82.8343
05-04-2022,6.9783,82.635
04-04-2022,7.0026,83.118
01-04-2022,7.0311,83.9847
31-03-2022,7.0403,84.134
30-03-2022,7.0666,84.38
29-03-2022,7.055,83.9685
28-03-2022,6.9862,83.4825
25-03-2022,7.0007,83.8235
24-03-2022,6.9933,83.879
23-03-2022,7.0003,83.9675
22-03-2022,7.0137,83.9145
21-03-2022,7.0152,84.1835
18-03-2022,7.0031,83.7825
17-03-2022,7.0176,83.8435
16-03-2022,6.9817,83.7805
15-03-2022,7.0117,83.9555
14-03-2022,6.9738,83.931
11-03-2022,6.9633,83.9875
10-03-2022,7.0063,84.607
09-03-2022,6.9454,84.2025
08-03-2022,6.8805,83.924
07-03-2022,6.8846,83.8125
04-03-2022,6.9065,83.4354
03-03-2022,6.9996,84.174
02-03-2022,7.0153,84.1765
01-03-2022,7.0462,84.5015
28-02-2022,7.067,84.554
25-02-2022,7.0828,84.347
24-02-2022,7.0601,84.296
23-02-2022,7.1669,84.6135
22-02-2022,7.1771,84.758
21-02-2022,7.1831,84.677
18-02-2022,7.184,84.6525
17-02-2022,7.206,85.2935
16-02-2022,7.2101,85.3885
15-02-2022,7.1969,85.443
14-02-2022,7.1937,85.4715
11-02-2022,7.2564,85.8535
10-02-2022,7.2722,85.9373
09-02-2022,7.2759,85.5765
08-02-2022,7.2636,85.2545
07-02-2022,7.2807,85.5345
04-02-2022,7.2923,85.6445
03-02-2022,7.1795,84.518
02-02-2022,7.2026,84.613
01-02-2022,7.1625,84.197
31-01-2022,7.0963,83.3655
28-01-2022,7.0857,83.6015
27-01-2022,7.1061,83.7893
26-01-2022,7.1293,84.4288
25-01-2022,7.1325,84.277
24-01-2022,7.1533,84.3495
21-01-2022,7.1946,84.419
20-01-2022,7.1936,84.362
19-01-2022,7.2003,84.4135
18-01-2022,7.2212,84.813
17-01-2022,7.2402,84.7295
14-01-2022,7.2728,84.9445
13-01-2022,7.2913,84.717
12-01-2022,7.2379,84.0285
11-01-2022,7.2255,83.7481
10-01-2022,7.2128,83.8
07-01-2022,7.206,83.978
06-01-2022,7.2187,84.2475
05-01-2022,7.2087,84.161
04-01-2022,7.1924,84.2055
03-01-2022,7.2174,84.3949
31-12-2021,7.1947,84.2292
30-12-2021,7.223,84.2575
29-12-2021,7.1994,84.388
28-12-2021,7.2159,84.6335
27-12-2021,7.2087,84.8105
24-12-2021,7.2064,84.885
23-12-2021,7.2056,85.0775
22-12-2021,7.1999,85.407
21-12-2021,7.1965,85.3648
20-12-2021,7.1882,85.5025
17-12-2021,7.2234,86.064
16-12-2021,7.2183,86.4005
15-12-2021,7.1691,86.0345
14-12-2021,7.1956,85.879
13-12-2021,7.1777,85.4225
10-12-2021,7.1814,85.3105
09-12-2021,7.2114,85.5075
08-12-2021,7.1726,85.2345
07-12-2021,7.1671,84.878
06-12-2021,7.1986,85.119
03-12-2021,7.1935,84.8455
02-12-2021,7.2297,85.052
01-12-2021,7.2065,84.7485
30-11-2021,7.2395,85.3274
29-11-2021,7.2002,84.6635
26-11-2021,7.2149,84.5395
25-11-2021,7.1676,83.6074
24-11-2021,7.16,83.439
23-11-2021,7.1943,83.8395
22-11-2021,7.1975,83.852
19-11-2021,7.2027,83.6905
18-11-2021,7.2419,84.218
17-11-2021,7.217,84.03
16-11-2021,7.2627,84.5404
15-11-2021,7.3034,85.143
12-11-2021,7.3047,85.193
11-11-2021,7.3292,85.309
10-11-2021,7.3866,85.8824
09-11-2021,7.3989,85.791
08-11-2021,7.4048,85.8135
05-11-2021,7.3756,85.5415
04-11-2021,7.3983,86.0955
03-11-2021,7.4082,86.2355
02-11-2021,7.4239,86.604
01-11-2021,7.4077,86.7275
29-10-2021,7.4488,87.183
28-10-2021,7.4169,86.8032
27-10-2021,7.426,87.201
26-10-2021,7.4124,87.082
25-10-2021,7.4142,87.216
22-10-2021,7.4337,87.074
21-10-2021,7.4463,87.1445
20-10-2021,7.4302,87.0086
19-10-2021,7.4464,87.5
18-10-2021,7.4617,87.4083
15-10-2021,7.4663,86.967
14-10-2021,7.4683,87.3355
13-10-2021,7.4482,87.1095
12-10-2021,7.4522,87.272
11-10-2021,7.4644,87.334
08-10-2021,7.4591,86.7495
07-10-2021,7.4536,86.408
06-10-2021,7.4407,86.438
05-10-2021,7.4805,86.488
04-10-2021,7.5013,86.4025
01-10-2021,7.4781,85.975
30-09-2021,7.4847,86.0766
29-09-2021,7.5347,86.467
28-09-2021,7.5433,86.5595
27-09-2021,7.5609,86.4025
24-09-2021,7.5803,86.471
23-09-2021,7.5643,86.367
22-09-2021,7.585,86.622
21-09-2021,7.5945,86.4895
20-09-2021,7.5726,86.272
17-09-2021,7.6044,86.5335
16-09-2021,7.5849,86.473
15-09-2021,7.6069,86.8625
14-09-2021,7.6168,87.037
13-09-2021,7.6059,86.844
10-09-2021,7.6228,86.9469
09-09-2021,7.6402,87.0705
08-09-2021,7.6376,87.0105
07-09-2021,7.667,87.1355
06-09-2021,7.6611,86.7135
03-09-2021,7.6555,86.7045
02-09-2021,7.6503,86.5205
01-09-2021,7.6421,86.348
31-08-2021,7.6465,86.385
30-08-2021,7.6347,86.5035
27-08-2021,7.6195,86.701
26-08-2021,7.6285,87.234
25-08-2021,7.6031,87.152
24-08-2021,7.6042,87.0625
23-08-2021,7.599,86.915
20-08-2021,7.5854,86.8025
19-08-2021,7.5901,86.9975
18-08-2021,7.5976,87.047
17-08-2021,7.6244,87.439
16-08-2021,7.6243,87.3695
13-08-2021,7.6237,87.374
12-08-2021,7.6036,87.1095
11-08-2021,7.5996,87.1605
10-08-2021,7.5975,87.193
09-08-2021,7.619,87.3195
06-08-2021,7.6379,87.4993
05-08-2021,7.6555,87.8256
04-08-2021,7.6638,87.9575
03-08-2021,7.6818,88.2175
02-08-2021,7.6807,88.396
30-07-2021,7.6838,88.3941
29-07-2021,7.6691,88.1675
28-07-2021,7.6722,87.833
27-07-2021,7.6799,87.913
26-07-2021,7.6426,87.7305
23-07-2021,7.6224,87.5905
22-07-2021,7.6153,87.6615
21-07-2021,7.6201,87.7895
20-07-2021,7.6305,87.921
19-07-2021,7.6344,88.226
16-07-2021,7.6373,88.031
15-07-2021,7.6304,88.051
14-07-2021,7.6268,87.9885
13-07-2021,7.6598,88.2879
12-07-2021,7.6751,88.411
09-07-2021,7.6834,88.371
08-07-2021,7.6832,88.6073
07-07-2021,7.6478,88.2825
06-07-2021,7.6545,88.2126
05-07-2021,7.6677,88.1605
02-07-2021,7.6594,88.3055
01-07-2021,7.6842,88.559
30-06-2021,7.6742,88.324
29-06-2021,7.6814,88.305
28-06-2021,7.6922,88.494
25-06-2021,7.7139,88.6824
24-06-2021,7.7193,88.502
23-06-2021,7.7393,88.6476
22-06-2021,7.7014,88.3735
21-06-2021,7.6916,88.186
18-06-2021,7.6619,88.0297
17-06-2021,7.6877,88.481
16-06-2021,7.7582,88.8795
15-06-2021,7.7502,88.8031
14-06-2021,7.7501,88.7015
11-06-2021,7.7519,88.6714
10-06-2021,7.7828,88.9732
09-06-2021,7.7879,88.96
08-06-2021,7.7938,88.778
07-06-2021,7.7795,88.5305
04-06-2021,7.7667,88.4602
03-06-2021,7.791,88.8755
02-06-2021,7.7812,89.083
01-06-2021,7.8043,89.1155
31-05-2021,7.7722,88.5414
28-05-2021,7.7422,88.086
27-05-2021,7.7808,88.563
26-05-2021,7.8149,88.971
25-05-2021,7.856,89.236
24-05-2021,7.8487,89.0517
21-05-2021,7.8393,88.802
20-05-2021,7.8563,89.163
19-05-2021,7.8594,89.329
18-05-2021,7.8501,89.231
17-05-2021,7.8226,89.0282
14-05-2021,7.8024,88.807
13-05-2021,7.7969,88.8595
12-05-2021,7.8051,88.963
11-05-2021,7.8177,89.289
10-05-2021,7.8045,89.2585
07-05-2021,7.7809,88.6375
06-05-2021,7.8054,88.9405
05-05-2021,7.7636,88.6925
04-05-2021,7.8136,88.814
03-05-2021,7.7967,88.996
30-04-2021,7.8134,89.4795
29-04-2021,7.8463,89.8545
28-04-2021,7.8268,89.889
27-04-2021,7.8373,90.152
26-04-2021,7.8379,90.378
23-04-2021,7.832,90.4715
22-04-2021,7.8181,90.394
21-04-2021,7.8011,90.5955
20-04-2021,7.8303,90.548
19-04-2021,7.8323,90.0675
16-04-2021,7.8157,89.2355
15-04-2021,7.8129,89.801
14-04-2021,7.8146,89.833
13-04-2021,7.7905,89.7215
12-04-2021,7.7907,89.302
09-04-2021,7.7934,88.8145
08-04-2021,7.7749,88.5885
07-04-2021,7.7761,88.3675
06-04-2021,7.739,86.7
01-04-2021,7.7195,86.2275
31-03-2021,7.6812,85.813
30-03-2021,7.7154,86.254
29-03-2021,7.7334,85.5038
26-03-2021,7.7063,85.4845
25-03-2021,7.722,85.7605
24-03-2021,7.7133,85.8585
23-03-2021,7.7367,86.1025
22-03-2021,7.7582,86.2895
19-03-2021,7.7413,86.2155
18-03-2021,7.7507,86.6105
17-03-2021,7.7435,86.429
16-03-2021,7.7519,86.479
15-03-2021,7.7508,86.4925
12-03-2021,7.7636,86.726
11-03-2021,7.7614,86.888
10-03-2021,7.7433,86.81
09-03-2021,7.7478,86.827
08-03-2021,7.7446,87.0475
05-03-2021,7.7489,87.2305
04-03-2021,7.7846,87.552
03-03-2021,7.7897,87.7665
02-03-2021,7.784,88.259
01-03-2021,7.797,88.6665
26-02-2021,7.8385,89.5766
25-02-2021,7.8898,88.794
24-02-2021,7.8362,87.876
23-02-2021,7.8506,88.0575
22-02-2021,7.8447,87.972
19-02-2021,7.8318,88.0145
18-02-2021,7.8172,87.6695
17-02-2021,7.7886,87.794
16-02-2021,7.8422,88.4195
15-02-2021,7.8332,88.068
12-02-2021,7.8207,87.877
11-02-2021,7.8448,88.404
10-02-2021,7.8235,88.3185
09-02-2021,7.7894,88.2765
08-02-2021,7.7618,87.724
05-02-2021,7.7535,87.367
04-02-2021,7.7542,87.4345
03-02-2021,7.7623,87.6185
02-02-2021,7.7756,87.906
01-02-2021,7.8143,88.345
29-01-2021,7.8047,88.432
28-01-2021,7.8226,88.321
27-01-2021,7.8411,88.438
26-01-2021,7.8537,88.5555
25-01-2021,7.8712,88.63
22-01-2021,7.8822,88.767
21-01-2021,7.8552,88.722
20-01-2021,7.8292,88.368
19-01-2021,7.861,88.7525
18-01-2021,7.8359,88.4365
15-01-2021,7.8499,88.6365
14-01-2021,7.8409,88.6625
13-01-2021,7.8716,89.0095
12-01-2021,7.8576,89.0915
11-01-2021,7.8806,89.346
08-01-2021,7.9184,89.7975
07-01-2021,7.9392,90.0455
06-01-2021,7.9653,90.204
05-01-2021,7.9315,89.867
04-01-2021,7.9484,89.789
31-12-2020,8.0225,89.6605
30-12-2020,8.0134,89.8824
29-12-2020,8.007,89.942
28-12-2020,7.9906,89.8145
24-12-2020,7.9624,89.6845
23-12-2020,7.9549,89.7945
22-12-2020,8.0056,90.3975
21-12-2020,7.9784,90.1338
18-12-2020,8.0146,90.117
17-12-2020,8.0006,90.116
16-12-2020,7.9633,89.773
15-12-2020,7.9462,89.34
14-12-2020,7.9588,89.4505
11-12-2020,7.9386,89.4705
10-12-2020,7.9254,89.2515
09-12-2020,7.9167,89.212
08-12-2020,7.9115,89.203
07-12-2020,7.931,89.6285
04-12-2020,7.9421,89.6755
03-12-2020,7.9567,89.709
02-12-2020,7.9203,88.9695
01-12-2020,7.8639,88.1535
30-11-2020,7.8798,88.7322
27-11-2020,7.8422,88.3015
26-11-2020,7.8254,87.8655
25-11-2020,7.8189,87.854
24-11-2020,7.8152,87.9045
23-11-2020,7.8178,88.104
20-11-2020,7.7916,87.941
19-11-2020,7.7927,87.797
18-11-2020,7.782,88.011
17-11-2020,7.7892,88.4825
16-11-2020,7.7945,88.0795
13-11-2020,7.8071,88.186
12-11-2020,7.8105,88.066
11-11-2020,7.7943,87.562
10-11-2020,7.8107,87.6665
09-11-2020,7.8475,87.638
06-11-2020,7.8468,88.0085
05-11-2020,7.8331,87.7405
04-11-2020,7.8038,87.1955
03-11-2020,7.8198,87.0695
02-11-2020,7.7962,86.7555
30-10-2020,7.8158,87.1115
29-10-2020,7.8531,87.0865
28-10-2020,7.8845,86.804
27-10-2020,7.9345,87.1635
26-10-2020,7.9342,87.5485
23-10-2020,7.9157,87.3245
22-10-2020,7.898,87.112
21-10-2020,7.8879,87.3745
20-10-2020,7.8918,86.8465
19-10-2020,7.8767,86.3945
16-10-2020,7.8639,86.0715
15-10-2020,7.8756,85.951
14-10-2020,7.9092,86.0995
13-10-2020,7.9388,86.425
12-10-2020,7.9578,86.476
09-10-2020,7.9047,86.1985
08-10-2020,7.9894,86.186
07-10-2020,7.9934,86.263
06-10-2020,8.0111,86.5715
05-10-2020,8.0128,86.087
02-10-2020,7.9656,86.0375
01-10-2020,7.9805,85.8275
30-09-2020,7.972,86.299
29-09-2020,7.9777,86.275
28-09-2020,7.951,86.0255
25-09-2020,7.9451,85.7175
24-09-2020,7.9527,86.1145
23-09-2020,7.9433,85.9845
22-09-2020,7.955,86.262
21-09-2020,7.9992,86.695
18-09-2020,8.0146,87.014
17-09-2020,7.9861,86.861
16-09-2020,8.0229,87.2665
15-09-2020,8.0526,87.5205
14-09-2020,8.0987,87.3415
11-09-2020,8.1043,87.2431
10-09-2020,8.1022,87.034
09-09-2020,8.0584,86.6065
08-09-2020,8.0658,87.106
07-09-2020,8.0789,86.8485
04-09-2020,8.1006,86.678
