Period\Unit:,[Chinese yuan renminbi ],[Indian rupee ]
21-06-2000,7.8383,42.3
20-06-2000,7.8946,42.581
19-06-2000,7.979,43.122
16-06-2000,7.917,42.785
15-06-2000,7.883,42.571
14-06-2000,7.9757,43.08
13-06-2000,7.9318,42.88
12-06-2000,7.8855,42.636
09-06-2000,7.8549,42.468
08-06-2000,8.0022,43.165
07-06-2000,7.9078,42.704
06-06-2000,7.8507,42.328
05-06-2000,7.8077,42.144
02-06-2000,7.7431,41.719
01-06-2000,7.7224,41.586
31-05-2000,7.7001,41.463
30-05-2000,7.7464,41.706
29-05-2000,7.6662,41.23
26-05-2000,7.5677,40.521
25-05-2000,7.4336,39.667
24-05-2000,7.5304,40.159
23-05-2000,7.5412,40.127
22-05-2000,7.4493,39.581
19-05-2000,7.3458,39.013
18-05-2000,7.4013,39.533
17-05-2000,7.3847,39.25
16-05-2000,7.5031,39.882
15-05-2000,7.571,40.432
12-05-2000,7.4733,39.792
11-05-2000,7.5147,39.942
10-05-2000,7.5379,40.156
09-05-2000,7.4311,39.151
08-05-2000,7.4096,39.056
05-05-2000,7.4361,39.3
04-05-2000,7.4054,39.078
03-05-2000,7.3773,38.903
02-05-2000,7.5453,39.817
01-05-2000,-,-
28-04-2000,7.5197,39.654
27-04-2000,7.5842,40.008
26-04-2000,7.609,40.136
25-04-2000,7.6993,40.605
24-04-2000,-,-
21-04-2000,-,-
20-04-2000,7.7605,40.94
19-04-2000,7.8309,41.308
18-04-2000,7.8607,41.479
17-04-2000,7.9236,41.787
14-04-2000,7.8963,41.658
13-04-2000,7.8938,41.625
12-04-2000,7.9261,41.766
11-04-2000,7.941,41.838
10-04-2000,7.9376,41.845
07-04-2000,7.9161,41.76
06-04-2000,7.9666,41.991
05-04-2000,8.0063,42.208
04-04-2000,7.8946,41.596
03-04-2000,7.9161,41.648
31-03-2000,7.907,41.654
30-03-2000,7.9087,41.669
29-03-2000,7.9194,41.713
28-03-2000,7.9848,42.07
27-03-2000,8.0386,42.348
24-03-2000,8.0411,42.354
23-03-2000,7.9923,42.097
22-03-2000,7.9484,41.855
21-03-2000,8.0295,42.256
20-03-2000,8.0411,42.318
17-03-2000,8.0055,42.13
16-03-2000,7.9981,42.118
15-03-2000,7.9848,42.088
14-03-2000,7.9625,41.929
13-03-2000,8.0419,42.328
10-03-2000,7.9567,41.863
09-03-2000,7.9592,41.902
08-03-2000,7.8987,41.571
07-03-2000,7.9401,41.771
06-03-2000,7.979,42.005
03-03-2000,7.9948,42.079
02-03-2000,8.0494,42.376
01-03-2000,8.0014,42.136
29-02-2000,8.0403,42.353
28-02-2000,7.9782,42.03
25-02-2000,8.1222,42.808
24-02-2000,8.1926,43.182
23-02-2000,8.3333,43.902
22-02-2000,8.2952,43.692
21-02-2000,8.1586,43.007
18-02-2000,8.1586,43.018
17-02-2000,8.21,43.281
16-02-2000,8.1148,42.789
15-02-2000,8.0933,42.659
14-02-2000,8.1669,43.02
11-02-2000,8.1123,42.77
10-02-2000,8.1677,43.023
09-02-2000,8.2224,43.312
08-02-2000,8.1967,43.189
07-02-2000,8.0841,42.583
04-02-2000,8.1404,42.935
03-02-2000,8.0684,42.432
02-02-2000,8.0428,42.35
01-02-2000,8.037,42.364
31-01-2000,8.104,42.718
28-01-2000,8.1512,42.936
27-01-2000,8.2571,43.416
26-01-2000,8.2927,43.654
25-01-2000,8.2836,43.63
24-01-2000,8.2993,43.731
21-01-2000,8.3573,43.968
20-01-2000,8.3507,43.94
19-01-2000,8.3639,44.006
18-01-2000,8.354,43.998
17-01-2000,8.3548,43.979
14-01-2000,8.4632,44.473
13-01-2000,8.5054,44.724
12-01-2000,,
11-01-2000,,
10-01-2000,,
07-01-2000,,
06-01-2000,,
05-01-2000,,
04-01-2000,,
03-01-2000,,
31-12-1999,,
30-12-1999,,
29-12-1999,,
28-12-1999,,
27-12-1999,,
24-12-1999,,
23-12-1999,,
22-12-1999,,
21-12-1999,,
20-12-1999,,
17-12-1999,,
16-12-1999,,
15-12-1999,,
14-12-1999,,
13-12-1999,,
10-12-1999,,
09-12-1999,,
08-12-1999,,
07-12-1999,,
06-12-1999,,
03-12-1999,,
02-12-1999,,
01-12-1999,,
30-11-1999,,
29-11-1999,,
26-11-1999,,
25-11-1999,,
24-11-1999,,
23-11-1999,,
22-11-1999,,
19-11-1999,,
18-11-1999,,
17-11-1999,,
16-11-1999,,
15-11-1999,,
12-11-1999,,
11-11-1999,,
10-11-1999,,
09-11-1999,,
08-11-1999,,
05-11-1999,,
04-11-1999,,
03-11-1999,,
02-11-1999,,
01-11-1999,,
29-10-1999,,
28-10-1999,,
27-10-1999,,
26-10-1999,,
25-10-1999,,
22-10-1999,,
21-10-1999,,
20-10-1999,,
19-10-1999,,
18-10-1999,,
15-10-1999,,
14-10-1999,,
13-10-1999,,
12-10-1999,,
11-10-1999,,
08-10-1999,,
07-10-1999,,
06-10-1999,,
05-10-1999,,
04-10-1999,,
01-10-1999,,
30-09-1999,,
29-09-1999,,
28-09-1999,,
27-09-1999,,
24-09-1999,,
23-09-1999,,
22-09-1999,,
21-09-1999,,
20-09-1999,,
17-09-1999,,
16-09-1999,,
15-09-1999,,
14-09-1999,,
13-09-1999,,
10-09-1999,,
09-09-1999,,
08-09-1999,,
07-09-1999,,
06-09-1999,,
03-09-1999,,
02-09-1999,,
01-09-1999,,
31-08-1999,,
30-08-1999,,
27-08-1999,,
26-08-1999,,
25-08-1999,,
24-08-1999,,
23-08-1999,,
20-08-1999,,
19-08-1999,,
18-08-1999,,
17-08-1999,,
16-08-1999,,
13-08-1999,,
12-08-1999,,
11-08-1999,,
10-08-1999,,
09-08-1999,,
06-08-1999,,
05-08-1999,,
04-08-1999,,
03-08-1999,,
02-08-1999,,
30-07-1999,,
29-07-1999,,
28-07-1999,,
27-07-1999,,
26-07-1999,,
23-07-1999,,
22-07-1999,,
21-07-1999,,
20-07-1999,,
19-07-1999,,
16-07-1999,,
15-07-1999,,
14-07-1999,,
13-07-1999,,
12-07-1999,,
09-07-1999,,
08-07-1999,,
07-07-1999,,
06-07-1999,,
05-07-1999,,
02-07-1999,,
01-07-1999,,
30-06-1999,,
29-06-1999,,
28-06-1999,,
25-06-1999,,
24-06-1999,,
23-06-1999,,
22-06-1999,,
21-06-1999,,
18-06-1999,,
17-06-1999,,
16-06-1999,,
15-06-1999,,
14-06-1999,,
11-06-1999,,
10-06-1999,,
09-06-1999,,
08-06-1999,,
07-06-1999,,
04-06-1999,,
03-06-1999,,
02-06-1999,,
01-06-1999,,
31-05-1999,,
28-05-1999,,
27-05-1999,,
26-05-1999,,
25-05-1999,,
24-05-1999,,
21-05-1999,,
20-05-1999,,
19-05-1999,,
18-05-1999,,
17-05-1999,,
14-05-1999,,
13-05-1999,,
12-05-1999,,
11-05-1999,,
10-05-1999,,
07-05-1999,,
06-05-1999,,
05-05-1999,,
04-05-1999,,
03-05-1999,,
30-04-1999,,
29-04-1999,,
28-04-1999,,
27-04-1999,,
26-04-1999,,
23-04-1999,,
22-04-1999,,
21-04-1999,,
20-04-1999,,
19-04-1999,,
16-04-1999,,
15-04-1999,,
14-04-1999,,
13-04-1999,,
12-04-1999,,
09-04-1999,,
08-04-1999,,
07-04-1999,,
06-04-1999,,
05-04-1999,,
02-04-1999,,
01-04-1999,,
31-03-1999,,
30-03-1999,,
29-03-1999,,
26-03-1999,,
25-03-1999,,
24-03-1999,,
23-03-1999,,
22-03-1999,,
19-03-1999,,
18-03-1999,,
17-03-1999,,
16-03-1999,,
15-03-1999,,
12-03-1999,,
11-03-1999,,
10-03-1999,,
09-03-1999,,
08-03-1999,,
05-03-1999,,
04-03-1999,,
03-03-1999,,
02-03-1999,,
01-03-1999,,
26-02-1999,,
25-02-1999,,
24-02-1999,,
23-02-1999,,
22-02-1999,,
19-02-1999,,
18-02-1999,,
17-02-1999,,
16-02-1999,,
15-02-1999,,
12-02-1999,,
11-02-1999,,
10-02-1999,,
09-02-1999,,
08-02-1999,,
05-02-1999,,
04-02-1999,,
03-02-1999,,
02-02-1999,,
01-02-1999,,
29-01-1999,,
28-01-1999,,
27-01-1999,,
26-01-1999,,
25-01-1999,,
22-01-1999,,
21-01-1999,,
20-01-1999,,
19-01-1999,,
18-01-1999,,
15-01-1999,,
14-01-1999,,
13-01-1999,,
12-01-1999,,
11-01-1999,,
08-01-1999,,
07-01-1999,,
06-01-1999,,
05-01-1999,,
04-01-1999,,
